#1_tweetid,#2_tweet,#3_country_label,#2_tweet_clean
TRAIN_1011,دخيل قلبك يلا ناطرتا,Syria,دخيل قلبك يلا ناطرتا
TRAIN_1012,متاكدين هذا شعر ولا يتنازع هههه,Oman,متاكدين هذا شعر ولا يتنازع ه
TRAIN_1013,لا إله إلا الله حنوتي منزل تويتة  URL  …,Egypt,لا اله الا اله حنوتي منزل تويته 
TRAIN_1014,"""اكتبى عالساوند \""ساحاول الرقص وحدى\""""",Lebanon,اكتبي عالساوند ساحاول الرقص وحدي
TRAIN_1015,الحبوطات والكانيات والغنيوات لا الحقيقية بيصير منها,Libya,الحبوطات والكانيات والغنيوات لا الحقيقيه بيصير منها
TRAIN_1016,+1 انا لو يقولوهن لي احس افهي ما أستوعبهن بعدين اقول كيف ما تخبروني,Oman, انا لو يقولوهن لي احس افهي ما استوعبهن بعدين اقول كيف ما تخبروني
TRAIN_1017,لا لا الشغل دا عند ربنا #يسقط_بس URL  …,Sudan,لا لا الشغل دا عند ربنا يسقط بس 
TRAIN_1018,اقصد ايدي اذا ماقطيتي نصه,Kuwait,اقصد ايدي اذا ماقطيتي نصه
TRAIN_1019,عيب عليهم يقولو عنا ذوي اعاقة نحن اصحاب احتياجات خاصة,Tunisia,عيب عليهم يقولو عنا ذوي اعاقه نحن اصحاب احتياجات خاصه
TRAIN_1020,شفت يخوي شو نعمة انك تكون فضائي اليام العظيم,Palestine,شفت يخوي شو نعمه انك تكون فضاءي اليام العظيم
TRAIN_1021,صباحو عليك يزعامة,Egypt,صباحو عليك يزعامه
TRAIN_1022,لا عااد الا السالفه ذي ماتاصل كذا ياوحوش,Saudi_Arabia,لا عاد الا السالفه ذي ماتاصل كذا ياوحوش
TRAIN_1023,فدا يا شيعان وهاردلك يا جمهور الشمس #الهلال_النصر,Morocco,فدا ياشيعان وهاردلك ياجمهور الشمس الهلال النصر
TRAIN_1024,ومن يقول يسلم حبيبي,Syria,ومن يقول يسلم حبيبي
TRAIN_1025,حبيبي القلب و انت بالف خير,Djibouti,حبيبي القلب وانت بالف خير
TRAIN_1026,كنت لسه بكتب هممممم لقيتها كابشن علي التويتة الاصليه ف مسحتها,Egypt,كنت لسه بكتب هم لقيتها كابشن علي التويته الاصليه ف مسحتها
TRAIN_1027,حتي هوا مايحبكش,Somalia,حتي هوا مايحبكش
TRAIN_1028,"""لما يصير لك موقف يخليك مستانس طول اليوم .\""""",Saudi_Arabia,لما يصير لك موقف يخليك مستانس طول اليوم 
TRAIN_1029,فيما بيننا يازب.ي ،! القحب و القوحيب يخرجو من الأحياء الفقيرة تاع زبي .. والقحبة الكبيرة ديما تلقى الأب تاعها كي زبي منيكة عليه آلي روتور .,Algeria,فيما بينا يازبي القحب والقوحيب يخرجو من الاحياء الفقيره تاع زبي والقحبه الكبيره ديما تلقي الاب تاعها كي زبي منيكه عليه الي روتور 
TRAIN_1030,الما راه طالعلي ..جيبوهالي نريڨلها,Algeria,الما راه طالعلي جيبوهالي نريڨلها
TRAIN_1031,الحمد لله بدرس ع حسابي الخاص ما محتاج لحد الا لله #معاشات_طلبه_الاردن,Yemen,الحمد له بدرس ع حسابي الخاص ما محتاج لحد الا له معاشات طلبه الاردن
TRAIN_1032,ههههههههههههه فعلا #اعقلوا بقي الله يباركلكم #فضحتونا  URL ,Egypt,ه فعلا اعقلوا بقي اله يباركلكم فضحتونا 
TRAIN_1033,واحد تنين حراق مطعم مو نادي,Bahrain,واحد تنين حراق مطعم مو نادي
TRAIN_1034,راحتي أشوفها بين عُيونك بوسط ضحكتك بِعز عافيتك أنا راحتي مرتبطه فيكَ.,Saudi_Arabia,راحتي اشوفها بين عيونك بوسط ضحكتك بعز عافيتك انا راحتي مرتبطه فيك
TRAIN_1035,بنات العيله الى هما انا لا متخافيش,Morocco,بنات العيله الي هما انا لا متخافيش
TRAIN_1036,الله يعين شرطة الحرم على هؤلاء المتخلفين والمشحونين حقد,Algeria,اله يعين شرطه الحرم علي هءلاء المتخلفين والمشحونين حقد
TRAIN_1037,أنا حمزة احسن.... ابا جويرية نبان شايب هههه,Algeria,انا حمزه احسن ابا جويريه نبان شايب ه
TRAIN_1038,و يجيك شي وحدين يقولوا لا لإجهاض. البنية و الرضيع ضحيتان.,Morocco,و يجيك شي وحدين يقولوا لا لاجهاض البنيه والرضيع ضحيتان
TRAIN_1039,ههه ع الله بس,Oman,ه ع اله بس
TRAIN_1040,احب الناس المثقفين الى تفكيرهم راقي ومب سطحي لكن للاسف اغلب الى اصادفهم في حياتي العكس,Qatar,احب الناس المثقفين الي تفكيرهم راقي ومب سطحي لكن لاسف اغلب الي اصادفهم في حياتي العكس
TRAIN_1041,آي دونت كير واللهي، ياعمري والله ما اكيت عنش,Oman,اي دونت كير والهي ياعمري واله ما اكيت عنش
TRAIN_1042,"""\""\""شِد عنك يا المسئول الليبي يللّي نائم في العسل\""\"" : ============================ * إختفاء السيولة من المصارف... *...  URL """,Libya,شد عنك ياالمسءول اليبي يلي ناءم في العسل اختفاء السيوله من المصارف 
TRAIN_1043,ماحدش هيعملي كاونتنج داون لعيد ميلادي مرة من نفسي قبل ما اموت ؟,Egypt,ماحدش هيعملي كاونتنج داون لعيد ميلادي مره من نفسي قبل ما اموت 
TRAIN_1044,انو ما شافوا كيف حُرقت اعلام حزب الله و التيار الوطني الحر بنص ساحة النور؟!!,Lebanon,انو ما شافوا كيف حرقت اعلام حزب اله والتيار الوطني الحر بنص ساحه النور
TRAIN_1045,انتي احلي منها يا منور,Egypt,انتي احلي منها يامنور
TRAIN_1046,هذا يريدنا نحتلهم هالمره ب١٠ دقايق بس نكول اكو عرب بالطيارة,Iraq,هذا يريدنا نحتلهم هالمره ب دقايق بس نكول اكو عرب بالطياره
TRAIN_1047,هذا يا خي كان ايقريه التاه لشي من اتلاميد فاهمينو وزين عندهم :),Mauritania,هذا ياخي كان ايقريه التاه لشي من اتلاميد فاهمينو وزين عندهم 
TRAIN_1048,وانت ماتريبونديش وتستفسر اذا مخك فيه ضفدع واش دخلني انا,Algeria,وانت ماتريبونديش وتستفسر اذا مخك فيه ضفدع واش دخلني انا
TRAIN_1049,"""\"" رام الشيءَ يَرومُهُ رَوْماً ومَراماً : طلبه ، ومنه رَوْمُ الحركة في الوقف على المرفوع""",Libya, رام الشيء يرومه روما ومراما طلبه ومنه روم الحركه في الوقف علي المرفوع
TRAIN_1050,و هو علاه يسأل فيه من اساسو,Tunisia,و هو علاه يسال فيه من اساسو
TRAIN_1051,المفروض نغنّي للمسؤولين بعد هيك منظر، وما نسبّهم مهيك؟ URL ,Lebanon,المفروض نغني لمسءولين بعد هيك منظر وما نسبهم مهيك 
TRAIN_1052,""".. كنت بـ عيوني تساوي كل غالي و كان يكفيني من الدنيا .. وصالك ابتعدت و جاي تسأل كيف حالي؟ ما تبدّد شرهتي بك ‘كيف حالك؟ \""""",Saudi_Arabia, كنت ب عيوني تساوي كل غالي وكان يكفيني من الدنيا وصالك ابتعدت وجاي تسال كيف حالي ما تبد شرهتي بك كيف حالك 
TRAIN_1053,تي لما تشد هذا وين بتبدا تفش هنايا 40 ساعة في الأسبوع و الباقي دير شن تبي,Libya,تي لما تشد هذا وين بتبدا تفش هنايا ساعه في الاسبوع والباقي دير شن تبي
TRAIN_1054,اها خوي حسين بجد شاطر ف لغه و مفردات,Libya,اها خوي حسين بجد شاطر ف لغه ومفردات
TRAIN_1055,انا بحارب عشان متغيرش!! URL  …,Egypt,انا بحارب عشان متغيرش 
TRAIN_1056,ديما طيب ياضمير,Libya,ديما طيب ياضمير
TRAIN_1057,من نضرااااء الوادي ..ياهوى خذني على بلاااااادي… ..لحنتها باه تفكرتها هههههه,Algeria,من نضراء الوادي ياهوي خذني علي بلادي لحنتها باه تفكرتها ه
TRAIN_1058,هو عالم النويا وعالم اى اللى بيحصل فى نفس كل واحد,Iraq,هو عالم النويا وعالم اي الي بيحصل في نفس كل واحد
TRAIN_1059,مبروك بو عبدالله وما يصح الا الصحيح ، انت نبراس ونستفيد منك الكثير والحمدالله عالسلامه,Kuwait,مبروك بو عبداله وما يصح الا الصحيح انت نبراس ونستفيد منك الكثير والحمداله عالسلامه
TRAIN_1060,حد يسألني اي سؤال,Egypt,حد يسالني اي سءال
TRAIN_1061,الحماس تجاه الأشياء غالبا مؤقت ، وممكن مع الايام يطفي ، بس الشغف لا ، الشغف هوا الي حيخليك تستمر على طول .,Libya,الحماس تجاه الاشياء غالبا مءقت ومكن مع الايام يطفي بس الشغف لا الشغف هوا الي حيخليك تستمر علي طول 
TRAIN_1062,اول مرة احط هيدر او عرض لميسي ؛ كانت بعد مباراة الباراغواي و واضح من هو وجه السعد,Yemen,اول مره احط هيدر او عرض لميسي كانت بعد مباراه الباراغواي وواضح من هو وجه السعد
TRAIN_1063,واش راك تحس دوكا بعد 10 سنين من الواقعة,Algeria,واش راك تحس دوكا بعد سنين من الواقعه
TRAIN_1064,هسه باجر خميس غير ؟,Iraq,هسه باجر خميس غير 
TRAIN_1065,شلون تفوز بالابطال و انت مدربك فالفيردي,Algeria,شلون تفوز بالابطال وانت مدربك فالفيردي
TRAIN_1066,قول تانكس اليسا,Djibouti,قول تانكس اليسا
TRAIN_1067,حقعد اعيط عليه لييه طيب؟,Egypt,حقعد اعيط عليه ليه طيب
TRAIN_1068,حلو توصل لهدفك بطريقه غير مباشره وتتنفذ للعلم فقط انا لين أسوي اعمال وأنتج فقط لأن أنا أبيه بيدي…  URL ,Qatar,حلو توصل لهدفك بطريقه غير مباشره وتنفذ لعلم فقط انا لين اسوي اعمال وانتج فقط لان انا ابيه بيدي 
TRAIN_1069,ارابط عنده مرابطه  URL  …,Jordan,ارابط عنده مرابطه 
TRAIN_1070,وي يقولي وانا مالي,Lebanon,وي يقولي وانا مالي
TRAIN_1071,انتي اللطافة كلها,Libya,انتي الطافه كلها
TRAIN_1072,' ' ' الشوق دلة والمواصيل فنجال يا راعي الفنجال بالله صبه URL ,Jordan, الشوق دله والمواصيل فنجال ياراعي الفنجال باله صبه 
TRAIN_1073,كيف صرتي تقوين الهجر وانتي كنتي من منامي تزعلين .,United_Arab_Emirates,كيف صرتي تقوين الهجر وانتي كنتي من منامي تزعلين 
TRAIN_1074,ربنا يحفظهم و يفرحك فيهم,Jordan,ربنا يحفظهم ويفرحك فيهم
TRAIN_1075,دواااااام و الدوااام لله ( USER  كافيه | Barn Caffe)   URL  ,Saudi_Arabia,دوام والدوام له كافيه 
TRAIN_1076,كيف تغلبت ع علاقة حب فشلت تماما وانتهت بخذلان ؟ — حاجه فاشله فسهل انك تتغلب عليها مش ناقصه بقى وجع دماغ واحنا دماغنا واجعنا لوحدنا URL  …,Egypt,كيف تغلبت ع علاقه حب فشلت تماما وانتهت بخذلان حاجه فاشله فسهل انك تغلب عليها مش ناقصه بقي وجع دماغ واحنا دماغنا واجعنا لوحدنا 
TRAIN_1077,تفرجو يا متاع ملغاة و blanc و رويق...  URL ,Tunisia,تفرجو يامتاع ملغاه وو رويق 
TRAIN_1078,بكرة ايامك تجيبك .,United_Arab_Emirates,بكره ايامك تجيبك 
TRAIN_1079,حظكم هازارد مايلعبش اليوم بس والله الريال المباراة لهم,Libya,حظكم هازارد مايلعبش اليوم بس واله الريال المباراه لهم
TRAIN_1080,#وساعات_بحس أن الدنيا عماله تعلم فيا حاجات وأنا غبي مش بفهم :( .,Egypt,وساعات بحس ان الدنيا عماله تعلم فيا حاجات وانا غبي مش بفهم 
TRAIN_1081,حجاب و Cutting ازاي يا فاجره,Syria,حجاب وازاي يافاجره
TRAIN_1082,*مفيش حـد هيشيل همڪ .. ڪلهم ۶ـندهم فضول يـ۶ـرفوه بس.*؛,Egypt,مفيش حد هيشيل همڪ ڪلهم ۶ندهم فضول ي۶رفوه بس
TRAIN_1083,احنا اهل الانستا,Iraq,احنا اهل الانستا
TRAIN_1084,والحب منتج مش موجود  URL ,Egypt,والحب منتج مش موجود 
TRAIN_1085,ربنا يرحمها ويصبر قلب مامتها .. عروسة ف الجنة باذن الله,Syria,ربنا يرحمها ويصبر قلب مامتها عروسه ف الجنه باذن اله
TRAIN_1086,لا تخربونها ياخي,United_Arab_Emirates,لا تخربونها ياخي
TRAIN_1087,إن شاء الله أجمعين يا حاج اجليل ..,Libya,ان شاء اله اجمعين ياحاج اجليل 
TRAIN_1088,رونالدينهو ما اشك انه فيه واحد ما يعشق هذا الساحر #اول_لاعب_حبيته_هو,Algeria,رونالدينهو ما اشك انه فيه واحد ما يعشق هذا الساحر اول لاعب حبيته هو
TRAIN_1089,- انا بحبك و هخطبك و هتجوزك و ... = لايط يا حبيبي لايط كمان.,Morocco, انا بحبك وهخطبك وهتجوزك ولايط ياحبيبي لايط كمان
TRAIN_1090,المنحوتات الأفريقية كذا,Saudi_Arabia,المنحوتات الافريقيه كذا
TRAIN_1091,انا بحب الفضايح اوي,Morocco,انا بحب الفضايح اوي
TRAIN_1092,جنه نحجي ع العبادي نكول فاهي الله رزقنه بعادل عبد المهدي لاهده ولاسده هذاك نضرب بيد من حديد هذا حته لسان ماعنده خويه كابتن عادل مروتك هذول ولد الدوله افزع الهم,Iraq,جنه نحجي ع العبادي نكول فاهي اله رزقنه بعادل عبد المهدي لاهده ولاسده هذاك نضرب بيد من حديد هذا حته لسان ماعنده خويه كابتن عادل مروتك هذول ولد الدوله افزع الهم
TRAIN_1093,تراودني فكرة الإختفاء من هذا العالم لكن أخاف ماحد يدورني واتفشل,Oman,تراودني فكره الاختفاء من هذا العالم لكن اخاف ماحد يدورني واتفشل
TRAIN_1094,حـتى لـو بيـني وبينـك مـسـافـات ماغبت عـن بالي ولا غاب طاريك.,United_Arab_Emirates,حتي لو بيني وبينك مسافات ماغبت عن بالي ولا غاب طاريك
TRAIN_1095, USER  ربنا يكرمك شيخنا,Oman, ربنا يكرمك شيخنا
TRAIN_1096,وضحكتي لي ف الفويس من الصدمه,Libya,وضحكتي لي ف الفويس من الصدمه
TRAIN_1097,كي نشوف هكا يمشي في بالي نلبس39 URL  …,Tunisia,كي نشوف هكا يمشي في بالي نلبس 
TRAIN_1098,ركزووووووو في التخصص من جد لازم يكون عشواااائي URL ,Saudi_Arabia,ركزو في التخص من جد لازم يكون عشواءي 
TRAIN_1099, USER  ايه نعم يفرح ضدنا لان البرسا ينثر السعادة والمتعة على الاعداء قبل الأحباء,Iraq, ايه نعم يفرح ضدنا لان البرسا ينثر السعاده والمتعه علي الاعداء قبل الاحباء
TRAIN_1100,علاه علجيةتطلع في صوناكوم وكتيا في المارسداس هههههه,Algeria,علاه علجيهتطلع في صوناكوم وكتيا في المارسداس ه
TRAIN_1101,لا انتي حياتك باسه اصلا متجبيهاش فينا,Egypt,لا انتي حياتك باسه اصلا متجبيهاش فينا
TRAIN_1102,كل عام وإنت بخير يَ صاحبي اللي يشبه العافية . URL  …,United_Arab_Emirates,كل عام وانت بخير ي صاحبي الي يشبه العافيه 
TRAIN_1103,اعمل فولوا وخد الباك #فريق_التوتراجية_والفولورز,Egypt,اعمل فولوا وخد الباك فريق التوتراجيه والفولورز
TRAIN_1104,بيطق فيني عرق اذا استمرينا كذا لا اله الا الله .,Saudi_Arabia,بيطق فيني عرق اذا استمرينا كذا لا اله الا اله 
TRAIN_1105,عبالك برشلونه مسجلين هدف URL  …,Iraq,عبالك برشلونه مسجلين هدف 
TRAIN_1106,ما هانت العشره ولا هان قدرك لكن يهون الصد لا شفت تقصيرك..,United_Arab_Emirates,ما هانت العشره ولا هان قدرك لكن يهون الصد لا شفت تقصيرك
TRAIN_1107,عارف چوپان... وةره مالئ   URL  …,Iraq,عارف چوپان وهره مالء 
TRAIN_1108,لازم نفوق و الا هنشيل زلط في الماتش ده,Saudi_Arabia,لازم نفوق والا هنشيل زلط في الماتش ده
TRAIN_1109,الرفاعه لا تقول عنهم شي م يعرفو يركبو سقايه ولا يضربون وبغمان كم مره اركب سقايات يخبقنها ايدي لا والغم اذا ركبن طول م سقايه ف الايد هيه تعور بغمان مره,Oman,الرفاعه لا تقول عنهم شي م يعرفو يركبو سقايه ولا يضربون وبغمان كم مره اركب سقايات يخبقنها ايدي لا والغم اذا ركبن طول م سقايه ف الايد هيه تعور بغمان مره
TRAIN_1110,انا مش عاارفه هي خاايفه تخش تكلمنى ولاا اييه,Egypt,انا مش عارفه هي خايفه تخش تكلمني ولا ايه
TRAIN_1111,ينعاد عليكي بالخير والصحة والسعادة حبيبي..ولبلدك الامن والسلام والاستقرار.. اللهم آمين..,Syria,ينعاد عليكي بالخير والصحه والسعاده حبيبيولبلدك الامن والسلام والاستقرار الهم امين
TRAIN_1112,#القمر_السعودي_للاتصالات 5 دقائق ع الأنطلاق يا رب سهل وفوق فوق هام السحب,Bahrain,القمر السعودي لاتصالات دقاءق ع الانطلاق يارب سهل وفوق فوق هام السحب
TRAIN_1113,ما هو اشجع شي قمت به في حياتك؟ — أن واجهت جميع مخاوفي و اتضح ان ولاشي منها صج يخوف وكان اكبر حاجز هو نفسي وعق…  URL  …,Qatar,ما هو اشجع شي قمت به في حياتك ان واجهت جميع مخاوفي واتضح ان ولاشي منها صج يخوف وكان اكبر حاجز هو نفسي وعق 
TRAIN_1114,دا كلو عشان لغو ليك الامتحان,Yemen,دا كلو عشان لغو ليك الامتحان
TRAIN_1115,أنا ما ازعل بس امسح القيمه اللي عطيتك ياها وأرجع أشوفك مجرد شخص مايهمني,Yemen,انا ما ازعل بس امسح القيمه الي عطيتك ياها وارجع اشوفك مجرد شخص مايهمني
TRAIN_1116,ماشربش الشاي اشرب ازوزه انا  URL  …,Tunisia,ماشربش الشاي اشرب ازوزه انا 
TRAIN_1117,الله يحققلك كل احلامك,Iraq,اله يحقلك كل احلامك
TRAIN_1118,ماهونها غير الهلال,Egypt,ماهونها غير الهلال
TRAIN_1119, USER  اخي عاطف شوف الخاص من فضلك,Algeria, اخي عاطف شوف الخاص من فضلك
TRAIN_1120,زى الاهلى مثلا,Syria,زي الاهلي مثلا
TRAIN_1121,برا يا الاء برا يا ستى هيفهموا ان شاء الله ادعى كتير عشان انا بدأت ازهقلك والله,Egypt,برا ياالاء برا ياستي هيفهموا ان شاء اله ادعي كتير عشان انا بدات ازهقلك واله
TRAIN_1122,ايه ده يعني انا كده كويسه اومال انا مضايقه ليه,Egypt,ايه ده يعني انا كده كويسه اومال انا مضايقه ليه
TRAIN_1123,واش معنتها عبد يعيطلك يقولك صحيت تقولوا صحيت و يبقى ساكت... ؟,Tunisia,واش معنتها عبد يعيطلك يقولك صحيت تقولوا صحيت ويبقي ساكت 
TRAIN_1124,باقي ماطلعت النتايج,Syria,باقي ماطلعت النتايج
TRAIN_1125,أتمنى أن أملك منزل بهالرقه  URL ,Oman,اتمني ان املك منزل بهالرقه 
TRAIN_1126,كل سنه و ديفلز بحيره طيبين و ف القلب :),Tunisia,كل سنه وديفلز بحيره طيبين وف القلب 
TRAIN_1127,هانت عليك العشرة ااا paypal وخيْ,Tunisia,هانت عليك العشره ا وخي
TRAIN_1128,بكري العشيه خطم بحداي شيباني حاطها قلت مقدمه !!! ماتوقعتش انها جايبينها ف الراديو,Libya,بكري العشيه خطم بحداي شيباني حاطها قلت مقدمه ماتوقعتش انها جايبينها ف الراديو
TRAIN_1129,زي كل موسم  URL ,Libya,زي كل موسم 
TRAIN_1130,ربي يباركلك ان شاء الله ما شاء الله كان محيطه بكل الجوانب المتعلقة بالجزائر موسوعه كبيرة جدا بما يخص الوطن تعرفي كل الشخصيات التي تحيط بالنظام الجزائري ربي يباركلك ان شاء الله يعطيك الصحه(لحضتك من اول ما تابعتك ما وجدته عندك من اخبار و تقارير هامة في الجزائر لم اجده عند غيرك),Algeria,ربي يباركلك ان شاء اله ما شاء اله كان محيطه بكل الجوانب المتعلقه بالجزاءر موسوعه كبيره جدا بما يخص الوطن تعرفي كل الشخصيات التي تحيط بالنظام الجزاءري ربي يباركلك ان شاء اله يعطيك الصحهلحضتك من اول ما تابعتك ما وجدته عندك من اخبار وتقارير هامه في الجزاءر لم اجده عند غيرك
TRAIN_1131,مثلي م اذاكر الا شوي,Egypt,مثلي م اذاكر الا شوي
TRAIN_1132,لما تشيل المكنة وتسقط مكنة اجمد  URL ,Egypt,لما تشيل المكنه وتسقط مكنه اجمد 
TRAIN_1133,كلامك دا ما عندو علاقة بالاقتصاد اراه عنصرية ما اكتر سوء الإدارة الخاطئة هو الذي أوصلنا ما نحن عليه الآن,Tunisia,كلامك دا ما عندو علاقه بالاقتصاد اراه عنصريه ما اكتر سوء الاداره الخاطءه هو الذي اوصلنا ما نحن عليه الان
TRAIN_1134,احلى خبر جاني في ٢٠١٩,Saudi_Arabia,احلي خبر جاني في 
TRAIN_1135,انا تعبانه عشان بشرتي تعبانه,Saudi_Arabia,انا تعبانه عشان بشرتي تعبانه
TRAIN_1136,اي الفروع في ابها بكره مابشتري الا منكم,Saudi_Arabia,اي الفروع في ابها بكره مابشتري الا منكم
TRAIN_1137,"""كيف سأقنع أبنائي مستقبلاً أن كلمة \""نَعَتْلي\"" تعني وريلي نشوف و أرِني و أننا كُنا نلتهم الپيتزاا بالفريت و نأكل البناان بالمغرف .. سأصبح تحريشة وسط أبنائي الله يحسن عوني""",Algeria,كيف ساقنع ابناءي مستقبلا ان كلمه نعتلي تعني وريلي نشوف وارني وانا كنا نلتهم الپيتزا بالفريت وناكل البنان بالمغرف ساصبح تحريشه وسط ابناءي اله يحسن عوني
TRAIN_1138,لا تعليق للمرة الالف الى بعدو,Algeria,لا تعليق لمره الالف الي بعدو
TRAIN_1139,حر فشخ فشخ,Egypt,حر فشخ فشخ
TRAIN_1140,مو بس شعري يتساقط،لا حتى رموشي صارت تتساقط.,Saudi_Arabia,مو بس شعري يتساقطلا حتي رموشي صارت تساقط
TRAIN_1141,#الجزائر اقل من هك مطالب لا نتنزل. #برطاجي URL ,Algeria,الجزاءر اقل من هك مطالب لا نتنزل برطاجي 
TRAIN_1142,حبيبة قلبي والله يسلم ايديكي ياغالية,Syria,حبيبه قلبي واله يسلم ايديكي ياغاليه
TRAIN_1143,لا عمي هذا مو راشي هذا مدري شنهي يبعد عيني هذا الشيشه مالته غاليه كلشششش,Iraq,لا عمي هذا مو راشي هذا مدري شنهي يبعد عيني هذا الشيشه مالته غاليه كلش
TRAIN_1144,تنوض تصيب جماعة تسخن على القايد صالح و جماعة تسخن على كريم طابو وفي زوج يزيدو عليها علاش يا ربي علاش,Algeria,تنوض تصيب جماعه تسخن علي القايد صالح وجماعه تسخن علي كريم طابو وفي زوج يزيدو عليها علاش ياربي علاش
TRAIN_1145,تعرفي تكليفه سفر علي قمر ١٠٠مليون دولار,Iraq,تعرفي تكليفه سفر علي قمر مليون دولار
TRAIN_1146,بالله كيف الدوري الالماني يصنف من الخمسة الافضل URL  …,Saudi_Arabia,باله كيف الدوري الالماني يصنف من الخمسه الافضل 
TRAIN_1147,اعشقك واللي خلقني . URL ,Saudi_Arabia,اعشقك والي خلقني 
TRAIN_1148,The IRISHMAN برغم انه طويل اوي بس حقيقي فيلم جميل جدا وكفايه طبعا وجود ال باتشينو,Egypt, برغم انه طويل اوي بس حقيقي فيلم جميل جدا وكفايه طبعا وجود ال باتشينو
TRAIN_1149,هههه هي صح كاين عيباد... يحرقولك مخك... يجب أن تتعرالهم..,Algeria,ه هي صح كاين عيباد يحرقولك مخك يجب ان تعرالهم
TRAIN_1150,الجمآيل دآيمه و المنآصب مـآ تدوم و الكفو - لو يندفن - مـآ تندفن سمعته,Jordan,الجمايل دايمه والمناصب ما تدوم والكفو لو يندفن ما تندفن سمعته
TRAIN_1151,Mood: مش عاوز اكمل حياتي,Egypt, مش عاوز اكمل حياتي
TRAIN_1152,مش هاي ليه ؟ هاااي,Libya,مش هاي ليه هاي
TRAIN_1153, USER  معقولة يطلعن منك ذيلا التغريدات !!,Oman, معقوله يطلعن منك ذيلا التغريدات 
TRAIN_1154,#المانيا_السويد يلا يا أبطال العالم,Iraq,المانيا السويد يلا ياابطال العالم
TRAIN_1155,وبعدين مع فيتيل من بعد كندا غاب تماماً,Syria,وبعدين مع فيتيل من بعد كندا غاب تماما
TRAIN_1156,دامي صبرت أمس بصبر اليوم يمككن مع الأيام يزين حظي!!,Kuwait,دامي صبرت امس بصبر اليوم يمكن مع الايام يزين حظي
TRAIN_1157,خليهم يغسلو ملابسه من الدم,Iraq,خليهم يغسلو ملابسه من الدم
TRAIN_1158,هي وياريتك فهمني اجمل ماغنت انغام,Syria,هي وياريتك فهمني اجمل ماغنت انغام
TRAIN_1159,شوف انانيتك ما تريد الناس تسمعه,Iraq,شوف انانيتك ما تريد الناس تسمعه
TRAIN_1160,هل القراية توصل ولا متوصلش لقراية تضيع المستقبل كتقرا كمتقراش كيف كيف لحكاية مربوطة بالزهر تفرج و متندمش ;)...  URL ,Tunisia,هل القرايه توصل ولا متوصلش لقرايه تضيع المستقبل كتقرا كمتقراش كيف كيف لحكايه مربوطه بالزهر تفرج ومتندمش 
TRAIN_1161,بقلق اما حد يقولي عايزك في موضوع مهم,Egypt,بقلق اما حد يقولي عايزك في موضوع مهم
TRAIN_1162,ابوي الله يطول ف عمرك  URL ,Saudi_Arabia,ابوي اله يطول ف عمرك 
TRAIN_1163,ياراسي راساه امي فاتحة سنابات عممة المضيومم والصوت اخر شي,Syria,ياراسي راساه امي فاتحه سنابات عمه المضيوم والصوت اخر شي
TRAIN_1164,راحو الغالين مِرواح السنيّن,United_Arab_Emirates,راحو الغالين مرواح السنين
TRAIN_1165,بارك الله فيك عارفنك تحاتاني اتوقع مكاني احسن,Oman,بارك اله فيك عارفنك تحاتاني اتوقع مكاني احسن
TRAIN_1166,ي فطومهه .. مبروووك ي جميل,Egypt,ي فطومه مبروك ي جميل
TRAIN_1167,يضبطوهم قبل المبارة عن يزعلو ويردو بدون ٣ نقاط,Iraq,يضبطوهم قبل المباره عن يزعلو ويردو بدون  نقاط
TRAIN_1168,الحقني يا معتر الفيزياء هتموتني,Egypt,الحقني يامعتر الفيزياء هتموتني
TRAIN_1169,هادي هية الواعرة نيت.  URL  …,Morocco,هادي هيه الواعره نيت 
TRAIN_1170,شكلها ملعوبه كذا من السنه الماضيه هههههه,Oman,شكلها ملعوبه كذا من السنه الماضيه ه
TRAIN_1171,وانا كنت عم قول لي منزل الكلمات ماعندو حركات التأليف ثقتي فيك زيادة,Syria,وانا كنت عم قول لي منزل الكلمات ماعندو حركات التاليف ثقتي فيك زياده
TRAIN_1172,8ميسي طبعا 9 ومالة عمرو دياااب URL  …,Egypt,ميسي طبعا وماله عمرو دياب 
TRAIN_1173,الليبي كيف ماتبيه في العالم الافتراضي لاكن في الواقع العكس في كل شي,Libya,اليبي كيف ماتبيه في العالم الافتراضي لاكن في الواقع العكس في كل شي
TRAIN_1174,انا تصير عندي وثيقه ان مكتوب بأسمي و امتلاك,Kuwait,انا تصير عندي وثيقه ان مكتوب باسمي وامتلاك
TRAIN_1175,وحده تبي من نشوفه,Libya,وحده تبي من نشوفه
TRAIN_1176,ما ابي اكثر ، ابي منك وجودك,United_Arab_Emirates,ما ابي اكثر ابي منك وجودك
TRAIN_1177,شن هيا احــلا حاجه ممكن انها تصير فحياتك توا ؟؟....... — نبيع سيارتي ونشري هذي  URL  …,Libya,شن هيا احلا حاجه مكن انها تصير فحياتك توا نبيع سيارتي ونشري هذي 
TRAIN_1178,** لما تدخل تتعرف علي واحده من جروبات الاكل ** URL ,Egypt, لما تدخل تعرف علي واحده من جروبات الاكل 
