#1_tweetid	#2_tweet	#3_country_label	#4_province_label
TRAIN_4303	بسم الله ماشاء الله .. طيب والبنسبة لللذرعان عادي يتكشفوا URL  …	Jordan	jo_Aqaba
TRAIN_4304	 USER  طول عمركم مغبرين	Syria	sy_As-Suwayda
TRAIN_4305	اخخخ يا عمتي لو كل العالم بتفكر متلك بحبك يا عمتي السنفورة	Syria	sy_Lattakia
TRAIN_4306	اسامه كل حاجه فيه حلوه اصلا انت الي مبتفهمش	Egypt	eg_Qena
TRAIN_4307	صرلي تقريبا أربع ساعات وضميري بأنبي ع امتحان بكرة كانه لازم أختم !!	Jordan	jo_Zarqa
TRAIN_4308	مادلين بالشكولا ولا فريز	Algeria	dz_El-Oued
TRAIN_4309	بعدني ويه الطراد بأول المركاض ولسه مگذلات اهل الهوى ايمرحن انا صيار امس ذنـي السنين امنين مــو عمـري الـسنين ولا علي مـرّن #عطا_السعيدي #شعر_شعبي_عراقي	Iraq	iq_Al-Anbar
TRAIN_4310	جعلني علياءات هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه .	Oman	om_Dhofar
TRAIN_4311	وانت طيبه يا دعاء	Lebanon	lb_South-Lebanon
TRAIN_4312	كل ما تبعد عن عيون الناس تعيش ف سعاده اكتر	Egypt	eg_Dakahlia
TRAIN_4313	هي : تا مالك باغي 'دوخنا' أنا : هادييييك :D #العومق	Morocco	ma_Meknes-Tafilalet
TRAIN_4314	 USER  جرام عليكي قولتلك اقولها	Egypt	eg_Minya
TRAIN_4315	اكيد بتطلب الطلاق	Iraq	iq_Wasit
TRAIN_4316	 USER  رأسية راموس خلت الجمهور يزعجنا على كارلو	Saudi_Arabia	sa_Ash-Sharqiyah
TRAIN_4317	هفصل النت واكمل رواية هاري بوتر وكأس النار ،، الجزء الرابع بشوفكم المساا	Palestine	ps_Gaza-Strip
TRAIN_4318	من ترجع ورجعي نزليها	Iraq	iq_Babil
TRAIN_4319	اول رئيس حكومة بتاريخ لبنان بينزل عالساحة ليحكي المتظاهرين حتى بمواقفك اخد المرتبة الاولة	Lebanon	lb_North-Lebanon
TRAIN_4320	هرجة انو توقفها دي غلط ! الام تبقى ام ولها الاحترام مثلا تحاول معاها وتصارحها اكثر من مرا الين تعرف السبب ومع المحاولة حتعرف	Saudi_Arabia	sa_Makkah
TRAIN_4321	الموقع:دولة الكويت الموسم:بياع الخبل الرين بوت !	Kuwait	kw_Hawalli
TRAIN_4322	Ma Nigga ده سيم ابعدنا عن الهلافيت نشوفو الدنيا بالمصالح مفيش بنا مظاليم. URL 	Egypt	eg_Ismailia
TRAIN_4323	 USER  ي شيخ تراك سحبت عليا بتفك السحر عني ولا كيف ؟	Yemen	ye_Aden
TRAIN_4324	برشلونة بضل يضيع فرص لحتى مدريد يسجل	United_Arab_Emirates	ae_Abu-Dhabi
TRAIN_4325	في ما يخص لقاء الليلة بين السيدة العجوز وأتليتكو مدريد.. بينتنا زوز فرق يكرزوني ونبخر بريحتهم لكن بين هذم الزوز باش نختار نشجع المهمة الأصعب وخاصة الفريق اللي باش يهاجم ... يعني باش نتلز نشجع اليوفي قدام قحاب...  URL  …	Tunisia	tn_Ariana
TRAIN_4326	راح يعكر الدوري وشكرا	Kuwait	kw_Hawalli
TRAIN_4327	هيرجعها تانى ارتاحى انتى واسكتى	Syria	sy_Hama
TRAIN_4328	اشطا اعم بس بيني وبينك بلاااد	Egypt	eg_Aswan
TRAIN_4329	ما كذا عاد من يومين الا مخلص	Oman	om_Ad-Dhahirah
TRAIN_4330	ماقصر ولد سلمان   URL  …	Saudi_Arabia	sa_Makkah
TRAIN_4331	انا كل ما نويت انسي،ليك الذكري ترجعني	Libya	ly_Benghazi
TRAIN_4332	م يايه عليج هالتايلند	Oman	om_Ash-Sharqiyah
TRAIN_4333	مركبة الفون من ساعة ف التشارج وفالنهاية م مشغلتنه تغمني الحركة	Oman	om_Al-Batnah
TRAIN_4334	تحبني تجيب لي عوال ولا تخليني اعاني لأنه شي رخيص وماهو بغالي لك مني معاني الحب والغرامي والتهاني. وابا مهري 30راس من الإبل ان كنت راضي  URL 	Iraq	iq_Basra
TRAIN_4335	"""إشارات \""الجمع\"" المتبادلة خليتنا زباين في معادلة بتحاول تطلع متعادلة مع قيمة ما بعد \""يساوي\"" ... ... الحِسبة دي عايزة واحد حاوي ..."""	Egypt	eg_Ismailia
TRAIN_4336	 USER  هاللاعب ينطرد في حركته مع برونو	Saudi_Arabia	sa_Al-Madinah
TRAIN_4337	هههههههههههه جزاك الله خير يابوفواز	Saudi_Arabia	sa_Ar-Riyad
TRAIN_4338	شنو القوة التتمنون انكم تمتلكوها ؟ — اطير  URL  …	Iraq	iq_Babil
TRAIN_4339	اي عميل مثله يستاهل	Saudi_Arabia	sa_Asir
TRAIN_4340	وين تجده مال اول هذا	Oman	om_Dhofar
TRAIN_4341	كنا سجلنا لقطه خليها تسوس وبعتناها لسفنجه كان هيفرح URL  …	Egypt	eg_Sohag
TRAIN_4342	ويلكم بالبارا اخت الميكرو URL 	Egypt	eg_Beheira
TRAIN_4343	اكو فيديو هسه شفته ، ضباط ومنتسبين مع المتظاهرين أثناء حادثة القتل في ساحة الوثبة ، وبعدها ينسحب الجنود والضباط وبعضهم يبتسم ويگولون للمتظاهرين هو جوا مع تجمع كبير للشباب؟! شنو السالفة وليش القوات ما وفرت الحماية للشخص المقتول ؟	Iraq	iq_Arbil
TRAIN_4344	انا تقريبا بذاكر الموبايل URL  …	Egypt	eg_Monufia
TRAIN_4345	ابو جونز لو انه مستخير ذيك الليله اوفق له ، حرام ذا يمسك حراسه النصر	Saudi_Arabia	sa_Ha'il
TRAIN_4346	ارجو من اي مغفله فاكراني شاغله نفسي بيها وب ازاي اضايقها تفوق بجد عشان صعبانه عليا.	Egypt	eg_Suez
TRAIN_4347	بصفه عامه شوارع البريقه وراس لانوف مريحات بطريقه غريبه	Libya	ly_Benghazi
TRAIN_4348	يلا يا رجالة URL  …	Egypt	eg_Gharbia
TRAIN_4349	ربنا يقومة بالسلامة قريب انشاالله	Egypt	eg_Sohag
TRAIN_4350	خليا تستخدم هل طريقة كتير حلوة  URL 	Syria	sy_Damascus-City
TRAIN_4351	ده الكلام الله يفتح عليك	Egypt	eg_Red-Sea
TRAIN_4352	ربنا يرحمك يا طيب  URL 	Egypt	eg_Monufia
TRAIN_4353	#دوام_بامر_الشعب #عاجل التربية تحدد مواعيد امتحانات نصف السنة والكورس الاول لجميع المراحل ، محد يخسر غير فقط اليرسب . نذهب للتظاهر بعد الدوام .	Iraq	iq_Karbala
TRAIN_4354	ما يحلو الجو والسهر الي بذبيحه	Oman	om_Dhofar
TRAIN_4355	نشالله الف الف الف الف مبرررررررررروك لمنتخبنا ولسوريا جيش و شعب وقيادة بفوز منتخبنا السوري ببطولة غرب آسيا للرجال	Syria	sy_Damascus-City
TRAIN_4356	ادخل ف الناس بسرعه كبيرة غبية جداً .. أحبهم و أبين فرحي فيهم لدرجة يصيرون م يشوفوني	Saudi_Arabia	sa_Asir
TRAIN_4357	‏ ‏ لكل من يقول إن جيلنا جيل متسرع !!! 8-| يا حبيبي نحن جيل كنا ننتظر الكابتن ماجد 4 حلقات عشان يشوت الكرة !! :OX_X=)):|  USER 	Qatar	qa_Ar-Rayyan
TRAIN_4358	دني يا دنا.. وهديني يا سندي.. يعني أنا.. على وضعي صرت مبوردي..  USER .twitter.com/kl9ZTfHW80	Syria	sy_Lattakia
TRAIN_4359	نفاق رجال الدين . هذا المنافق اذا حكى بعد بمادة غير الدين يجب أن يعتقل. URL  …	Iraq	iq_Dihok
TRAIN_4360	 USER  مثل ما عكرت صفوك قادر انك تسعد نفسك بنفسك.	Saudi_Arabia	sa_Makkah
TRAIN_4361	مذاكرتي على اللابتوب واهلي خذوه يشوفون مسلسل فرحت اشوف معهم	Saudi_Arabia	sa_Ar-Riyad
TRAIN_4362	شنو العلاقة العجيبة بين الذيول وموبايل الجلاكسي ؟؟ مو معقول شكد يعشقون هيج موبايلات !!	Iraq	iq_Al-Anbar
TRAIN_4363	بس يبقى اكبر خطا تبديل كاريليو	Saudi_Arabia	sa_Al-Quassim
TRAIN_4364	مش هكدب لو قولت ان نتيجة الكلاسيكو متوقفة بشكل كبير على اللي هيقدمه الثلاثي ده بجانب ايسكو او لوكا لو لعب في نص الملعب .. خط هجومهم أقوى من دفاعنا وخط هجومنا أقوى من دفاعهم ، بس الأكيد ان خط النص عندنا يتفوق بمراحل على خط النص عندهم URL 	Egypt	eg_Faiyum
TRAIN_4365	لولا تغريدات بعض الأصدقاء ما انعود اعلمت بخطاب عزيز.. آه والله	Mauritania	mr_Nouakchott
TRAIN_4366	 USER  اشسم اخوي الكبير	Saudi_Arabia	sa_Najran
TRAIN_4367	فد تويته فرنسي بداعت العزاز	Iraq	iq_Karbala
TRAIN_4368	نحن ايضا عندنا لز ههههه	Algeria	dz_Ouargla
TRAIN_4369	مو تددللي هههه	Iraq	iq_Arbil
TRAIN_4370	شو انت مين في الصورة  URL 	Egypt	eg_Alexandria
TRAIN_4371	هو انا مالي اصلا يا حول الله يارب	Egypt	eg_Beheira
TRAIN_4372	اي مالنا احنا	Egypt	eg_Red-Sea
TRAIN_4373	الله يحفظها لكم و يرزقها الصحة و طول العمر يا رب	Oman	om_Al-Batnah
TRAIN_4374	هههههههههههههههههههههههههههههه و مع دلك باقا كاتشبهي ل ألة المطرقة :D  URL 	Morocco	ma_Meknes-Tafilalet
TRAIN_4375	هاظ نفسه تبع قناة طيور الجنة ؟	Jordan	jo_Aqaba
TRAIN_4376	محدش يعرف الجزء التانى هينزل أمتى ؟	Egypt	eg_Red-Sea
TRAIN_4377	بليلة بليلة بليلة بليلة بليلة	Egypt	eg_Beheira
TRAIN_4378	طب منا قلت حب شيوخ	Egypt	eg_Dakahlia
TRAIN_4379	دوعاى خيرمان بو بكةن	Iraq	iq_As-Sulaymaniyah
TRAIN_4380	في الـسنه دي أتقطعت علاقتـى بـناس كتـير , حصـلت حاجـات مكـنـتش متـوقـع أنهـا تحـصل .. اكتشـفت أن محـدش بـيبقـي...  URL 	Egypt	eg_Luxor
TRAIN_4381	سلمك ياطيب هههه	Libya	ly_Tripoli
TRAIN_4382	انتو اسمكن رابطة الناس الي عندا امتحان بكرا..رح تقضي اليوم ندب ع تويتر..وتحضرو المباراة والمحاضرة بحضنكن	Syria	sy_Hims
TRAIN_4383	ان لم تعودو كالأطفال فلن تدخلو ملكوت السماوات...يلا كلو صار بالشخصي...فشل وإفلاس...جايي الإيام وبذكرك يا ختيار شو رح يطلع مني أنا لي عم تقول عني ولد...بترد ولا ٦٠ سنة ما ترد...الرب يباركك ويبارك عيلتك	Lebanon	lb_Akkar
TRAIN_4384	ينفع أكون اختهم بالأسلام ؟؟.	Saudi_Arabia	sa_Al-Madinah
TRAIN_4385	بعد ماطلع من برشلونه، راح تشافي ، إنييستا ، بويول ، فيا ، بيدرو ، اضف الى ان البقيه انخفض مستواهم المعهود	Saudi_Arabia	sa_Al-Quassim
TRAIN_4386	شنط نسائيه ماركة برادا وماركة شانيل كوبي بجوده عاليه(ومنها الوان) ظل 20 لون احمر خدود 6 لون ظل لورا 30 لون مع احمر خدود 6 لون مع اضاءه 3 لون بودره 3 طبقات مناكير لمعه 2 لون عطر شكل بلاك ابيوم 25مل السعر 380ريال W012_ماى_تارقت# URL 	Saudi_Arabia	sa_Jizan
TRAIN_4387	حيرتي حيرة الغريب إذا الليـ***ـل أتى، واليتيم في يوم عيد URL 	Iraq	iq_Baghdad
TRAIN_4388	يم يا غزال اسكواش من قاع القُفّه لاذانها هههههه	Jordan	jo_Aqaba
TRAIN_4389	العالميه تبي كذا	Egypt	eg_Kafr-el-Sheikh
TRAIN_4390	ههههه وطول ليلي بلا مزية ليديا	Algeria	dz_Biskra
TRAIN_4391	أنا اشوفه كبير الرياض للأمانة من يوافقني الرأي لايك  URL 	Bahrain	bh_Capital
TRAIN_4392	مالك يا ايمان فوقى كده شكلك لسه صاحية من النوم	Egypt	eg_Aswan
TRAIN_4393	 USER  و أنت بخير خليل ينعاد علينا و عليك	Algeria	dz_El-Oued
TRAIN_4394	مدامو منفوخ ينجم يهرب على البحر و ما يغرقش	Tunisia	tn_Bizerte
TRAIN_4395	بداية بدت تفقد مصداقيتها ، ولولا شباب القريه ماكان تابعكم احد ، الاداره تتخبط وتخربط والفلوس تعمي النفوس #زد_رصيدك86	Saudi_Arabia	sa_Ar-Riyad
TRAIN_4396	باقي له سنة	Morocco	ma_Marrakech-Tensift-Al-Haouz
TRAIN_4397	رجعو مونتويا يقدم موسم رائع مع Valencia و مباراة البارسا خير دليل	Morocco	ma_Tanger-Tetouan
TRAIN_4398	لاحوله ولا قوة الابالله شغل خونه جبناء	Libya	ly_Al-Jabal-al-Akhdar
TRAIN_4399	اللي يعلق ع لبسي اليوم بسويله اكس كبير من حياتي!	Oman	om_Ad-Dakhiliyah
TRAIN_4400	أنا حبيتك وجرحتيني انا صنتك لكن خنتيني	Libya	ly_Darnah
TRAIN_4401	بالنسبه الي الموت بكل مكان اشوفه بعد هيه حياة مالها طعم عليمن خايف خليها وره ربك شكاتب الحمدلله احب اكضيها حر واموت واني لاانتمي لقطيع ولاارضه بالظلم الرحمه والخلود الهم	Iraq	iq_Karbala
TRAIN_4402	امين تستاهل كل الخير	Jordan	jo_Zarqa
TRAIN_4403	حبيت افيدكو بمعلوماتي واشارك معاكو	Egypt	eg_Monufia
TRAIN_4404	 USER  الله يسعدك تسسسلم اخوي	Jordan	jo_Aqaba
TRAIN_4405	ههههههههههههههههههههه لكن عليك الله دي تتفوت كيف بس	Sudan	sd_Khartoum
TRAIN_4406	والله ما فاكر	Lebanon	lb_North-Lebanon
TRAIN_4407	طيب انا شدخلني؟	Saudi_Arabia	sa_Ash-Sharqiyah
TRAIN_4408	من متى الى متى دوامك	Saudi_Arabia	sa_Al-Quassim
TRAIN_4409	شيفووووو وبطلنا ال Dj  URL  …	Egypt	eg_Luxor
TRAIN_4410	اخباري فاقدك .. انت : شخبار قلبك ..!؟	United_Arab_Emirates	ae_Abu-Dhabi
TRAIN_4411	"""أهتمامي فيك مـن خوفـي عليك خايف ( إني ) عقب مده أفقدك وأوعدك لا جيت أموت أموت فيك مو ( أكيد ) أكيـد لكـن أوعدك\"""""	Oman	om_Al-Batnah
TRAIN_4412	الحيوانات يجيهم نهار و يموتو.	Tunisia	tn_Bizerte
TRAIN_4413	يالله يا اخوي كفايه رغي هايدي موسى #سيرة_الحبايب	Yemen	ye_Aden
TRAIN_4414	و انا بعد احبك	Djibouti	dj_Djibouti
TRAIN_4415	مساءكم جميل وعطر.. منو المجرم غير افتهم	Iraq	iq_Al-Muthannia
TRAIN_4416	صح ولا اي	Egypt	eg_Ismailia
TRAIN_4417	كل أبو ريحه وصنه .. صار له طنه و رنه ..	Syria	sy_Hama
TRAIN_4418	ماكو وطن ماكو جبوري مشتاقلك	Iraq	iq_Babil
TRAIN_4419	عندي بس تدرين كل لعبة وظروفها	Iraq	iq_Arbil
TRAIN_4420	هو الشخص الي مستنياها منه*	Egypt	eg_Suez
TRAIN_4421	اطلق من يمسي علي	Kuwait	kw_Jahra
TRAIN_4422	نسيت انت بطل القرن عشان نخش النار بقي	Egypt	eg_Gharbia
TRAIN_4423	الي عندهم نكته تموت من الضحك طرشولي ياها ابا اموت	United_Arab_Emirates	ae_Ras-Al-Khaymah
TRAIN_4424	ياعيني يا عيني ياعيني	Egypt	eg_Ismailia
TRAIN_4425	انا حزينه وقلبي واجعني علي لوكا مودريتش	Egypt	eg_Qena
TRAIN_4426	انا ما احترفت الاستيك انا نفسي ستيك هاوس يجربون URL 	Saudi_Arabia	sa_Asir
TRAIN_4427	ماشاء الله ها	Saudi_Arabia	sa_Tabuk
TRAIN_4428	حلو حلو خلااص	Egypt	eg_Monufia
TRAIN_4429	واتهرب من نسيانك ..ما اطلع بمرايا	Egypt	eg_Luxor
TRAIN_4430	آوعـآكـ فـ يــووم تـستسلـمـ للظـــروف ده ##آצּمـل و ##آצּلـم نـفـس آلـحـروف ,,	Tunisia	tn_Sfax
TRAIN_4431	#اليوم_العالمي_للاذاعه نريد نشوف اشكال المذيعين	Oman	om_Dhofar
TRAIN_4432	امشي شوف الجدول	Yemen	ye_Ibb
TRAIN_4433	تغريدة اسمها بليز محتاج احطم الرقم القياسي فالتويتات	Morocco	ma_Marrakech-Tensift-Al-Haouz
TRAIN_4434	باهر لسه شويه عليه برضو خد بالك	Tunisia	tn_Mahdia
TRAIN_4435	 USER  بخير حبيبي الغالي	Algeria	dz_Béchar
TRAIN_4436	علي الرغم من شعور البنت بالسعادة لما تحس انها جميلة إلا ان ده أخر سبب تتمني تتحب عشانه ..!	Egypt	eg_Qena
TRAIN_4437	هكي بيولي شكلك  URL 	Somalia	so_Banaadir
TRAIN_4438	ما صبرنا وبررنا إلا واجد	Libya	ly_Al-Butnan
TRAIN_4439	أجيب ليك حزام	Yemen	ye_Ibb
TRAIN_4440	بزعل لما بشوف دا كله في الميموريز ، كنا فين وبقينا فين	Egypt	eg_Beheira
TRAIN_4441	السكستاني و وزير دفاع امريكا رامسفيلد زمن بوش زيدو قولو امريكا الشيطان الاكبر URL 	Algeria	dz_Constantine
TRAIN_4442	بالتوفيق ودي السماعات	Iraq	iq_Basra
TRAIN_4443	انا هههههههههه رافينيا هههههههه افضل المستويات هههههههههههه	Jordan	jo_Zarqa
TRAIN_4444	ويسلم ذوقش أخت رند	Saudi_Arabia	sa_Najran
TRAIN_4445	_الناس بقت وحشه =متجمعش بعد اذنك _انت بالذات بقيت ابن وسخه	Egypt	eg_Beni-Suef
TRAIN_4446	وانت متل لبنان شو ما كنت و كيف ما كنت بحبك	Lebanon	lb_North-Lebanon
TRAIN_4447	هذا بوطحش الي يحل في جلغتو على تونس. توا فهمنا علاش. URL  …	Tunisia	tn_Bizerte
TRAIN_4448	شانكس ٪١٠٠ كايدو ٪١٠٠ تيتش ٪٩٨ بيق مام ٪٩٥	Saudi_Arabia	sa_Ash-Sharqiyah
TRAIN_4449	متهزرووووووش يا جماعة !!!!!!!!! قلبي هيقف URL  …	Egypt	eg_Port-Said
TRAIN_4450	"""منو الي \""قال\"" سيف ؟ يا ريت تشارك مصادرك"""	Iraq	iq_Babil
TRAIN_4451	نفسي دلوقتي في ساندوتش شاورما أوي	Egypt	eg_Beheira
TRAIN_4452	يسلمو بنت خالتي	Libya	ly_Tripoli
TRAIN_4453	ربعة يتفاهمو ويجيبو راجل	Algeria	dz_Ouargla
TRAIN_4454	روح نام وخل عنك فنان الورق يابتاع الشاورما	Jordan	jo_Aqaba
TRAIN_4455	يعني بالجديد واني اكول ليش خسروا النهائي	Iraq	iq_Kirkuk
TRAIN_4456	كل الم تحس فيه امي ليته فيني ولا يجيها شي	Saudi_Arabia	sa_Asir
TRAIN_4457	وين روحك الرياضية دييك يااخ	Sudan	sd_Khartoum
TRAIN_4458	ئيشةلا خوا باشت بو بكات	Iraq	iq_As-Sulaymaniyah
TRAIN_4459	الكلب لما يمسك عضمه الله يسامحك ياللي فبالي	Egypt	eg_Gharbia
TRAIN_4460	انا اتبضنت لما الرمايه اتدمت اسبوع كمان	Egypt	eg_South-Sinai
TRAIN_4461	شله مسعود بالبصرة يا فهيم	Iraq	iq_Arbil
TRAIN_4462	ذا فيني بس ذي عقدة. حتى اذا شفت احد حب الي احبه اروح احببه بشي ثاني URL  …	Egypt	eg_Kafr-el-Sheikh
TRAIN_4463	وأكيد مش أجاي	Egypt	eg_Red-Sea
TRAIN_4464	فضلى 2 واكمل 1000 عايزهم حيين او ميتين عادى المهم اقفل 1000	Syria	sy_Hama
TRAIN_4465	معملهاش No look ليه لا أنا حزين .	Egypt	eg_Gharbia
TRAIN_4466	حرااااام لو كملللللت.	Saudi_Arabia	sa_Tabuk
TRAIN_4467	ايه داه ف ايه ربنا يخليكو URL  …	Egypt	eg_Monufia
TRAIN_4468	اكيد في خبرة ما بتاخدها الا بالعمل!	Syria	sy_Hama
TRAIN_4469	احلى عيد معا لفامي  URL  …	Algeria	dz_Ouargla
TRAIN_4470	لالا فكني منا	Libya	ly_Benghazi
TRAIN_4471	مش عايزه موبايلي يرن 31/12 ولا عايزه حد يقولي stay with me انا عايزه انجح	Egypt	eg_Suez
TRAIN_4472	ولوللل جميلتي وأنتِ طيبه وقريبه ياربيخييا على كلامك ويخليييك لي	Libya	ly_Al-Butnan
TRAIN_4473	ماطول عايشة بالعراق ماكو شي يحمس لان تطلعين تكضيهة بالشارع والازدحامات تروحين اماكن عامة متروسة المان و حتكضيهة بالبيت	Iraq	iq_Baghdad
TRAIN_4474	يغيرو منا بزفاف. فزورة عليهم	Algeria	dz_Béchar
TRAIN_4475	محلاها بنيتي بنطقم اني وياهم قريبا انتظرونا في فوتوسيشن  URL 	Libya	ly_Tripoli
TRAIN_4476	تره الخطبة مو بس هاي الفقرة	Iraq	iq_Karbala
TRAIN_4477	يبختك عندك كام كلمه ينجحوكي URL  …	Morocco	ma_Tanger-Tetouan
TRAIN_4478	#الاحوال_المدنيه صورتي بالأحوال انصحهم يحطونها على بكت الدخان	Syria	sy_Damascus-City
TRAIN_4479	 USER  عايش في هذه الفانية.. أهلا بك يا راجول	Mauritania	mr_Nouakchott
TRAIN_4480	الانسان وين ممكن يروح بكامل انهياراته؟	Saudi_Arabia	sa_Asir
TRAIN_4481	ماااشاء الله قرائتك جداً جميلة .. معنى اني ماشاركت بالفقرة بس انبسطت وانا اقرأ التعليقات للبنات	Syria	sy_Damascus-City
TRAIN_4482	أحسن شي تسويه صراحة	Morocco	ma_Marrakech-Tensift-Al-Haouz
TRAIN_4483	الشكر لله .أنت أهل للشكر بارك الله فيك يا بنت الحلال .لا بأس وشكرا لك ولأصدقائك .كل عام وأنت على ألف ألف خير .	Morocco	ma_Meknes-Tafilalet
TRAIN_4484	نظام نومي ابو كلب.	Saudi_Arabia	sa_Ha'il
TRAIN_4485	الله يشافيه ويعافيه ويقومه بالسلامه	Saudi_Arabia	sa_Jizan
TRAIN_4486	ماشي مشكل خويا نتمنا تكون متواجد في مونديال قطر نشاله ونتمنالمك كل توفيق في دوري فرنسي المزيد من تألق اخي وتحيا الجزائر 123 viva Algérie	Algeria	dz_Béchar
TRAIN_4487	يسوي نفسه مثقف ومثالي ف تويتر وهو في الواقع بق	Oman	om_Ad-Dakhiliyah
TRAIN_4488	حد يقنعنى حكم ماتش الزمالك حسب 6 دقايق بناءا على ايه؟ بس هنقول ايه !!!! كان بيقول للزمالك اتعادل :)	Egypt	eg_Monufia
TRAIN_4489	البقى ماقلتي منو الاثنين ومنو ثالثهم ماعرف شتقصدين ترا	Kuwait	kw_Jahra
TRAIN_4490	تلقى طعمته مخلطة مابين بصل وكبدة	Libya	ly_Darnah
TRAIN_4491	برافو يا سنا عندك موعد عند الكوفيرا وانت اعدي عم تستني الغدا وعم تعملي السلطة برافوو	Syria	sy_Hims
TRAIN_4492	 USER  لا ها فندق ستي بريمرز الي ع شارع الشيخ زايد	United_Arab_Emirates	ae_Ras-Al-Khaymah
TRAIN_4493	ابتكار ايه هو ده عنده مخ اساسا  URL  …	Egypt	eg_Suez
TRAIN_4494	علي خاطرك مستعد نحرق طبقة اوزون	Somalia	so_Banaadir
TRAIN_4495	لا والله والحمد لله اني ما سرت	Oman	om_Ad-Dhahirah
TRAIN_4496	نتحمل شوي عشان م نخسر لﻷبد	Saudi_Arabia	sa_Asir
TRAIN_4497	قالها صديقي الشاعر حمد ابن الذيب .. سوالف العين ابلغ من كلام اللسان ..	Kuwait	kw_Hawalli
TRAIN_4498	#لبنان #حسان_دیاب #لبنان_ينتفص هلأ هيدي ثورة المستقبل اوالثورة مستقبل	Lebanon	lb_North-Lebanon
TRAIN_4499	اقنعيه و راح تعجبه البلد والطبيعه	Oman	om_Dhofar
TRAIN_4500	معذور ومسامح دامه مريض نفسي الله يشفيه	Iraq	iq_Basra
TRAIN_4501	كاااااافاااااني مش طبيعي	Palestine	ps_Gaza-Strip
TRAIN_4502	مغامره من الحب ماقتل الله يديرلها تاويل دالخير	Morocco	ma_Meknes-Tafilalet
TRAIN_4503	بسبب التعب انو كنت تعبانه.	Iraq	iq_Wasit
TRAIN_4504	الا الغلا جرحه ما يبرأ مع الوقت !  USER   URL  …	Oman	om_Musandam
TRAIN_4505	اده مين برا ع الفوطه  URL  …	Egypt	eg_Asyut
TRAIN_4506	الحمد لله رجعت لنا المزيونة .. سيارتنا ^_^ شكراً للجميع و لرجال الشرطة المخلصين #amman	Jordan	jo_Zarqa
TRAIN_4507	اني كلت الاغلبية..	Iraq	iq_Al-Anbar
TRAIN_4508	وحشه وذكرت جفاك بالمغربيه دم نكط عله الكاع من فرك اديه #دارمي	Saudi_Arabia	sa_Ash-Sharqiyah
TRAIN_4509	شهر مافي مشكلة	Saudi_Arabia	sa_Makkah
TRAIN_4510	ما تيجي بحرنا URL  …	Egypt	eg_Dakahlia
TRAIN_4511	ربي يخليك ليا يـّ كبيدتيً . وربي يرحم الي امهُ متوفيةُ ويطول في عمر الي امه عايشةةُ والي مزعلها ولا متباعد عليها هذي الجنهُ فِـ دنياُ ورضاها مَـنّ رضا الله	Libya	ly_Al-Jabal-al-Akhdar
TRAIN_4512	طب وربنا كمان مره انتم تخضون حربا انا لا اعلم عنها شئ URL  …	Morocco	ma_Tanger-Tetouan
TRAIN_4513	من ذا الحلو اللي في الصورة ؟	Oman	om_Ad-Dhahirah
TRAIN_4514	 USER  تلاته اسابيع يا بيب	Jordan	jo_Zarqa
TRAIN_4515	انا طويل ينفع اضحكك	Egypt	eg_Minya
TRAIN_4516	قلت لهم ولا واحد طلع يشجع كوريا؟ قالولي خرجت هي كمان. مافتهمليش ولا اشتي أفهم..	Yemen	ye_Aden
TRAIN_4517	بعد هذي النكتة لا حد يقول نكتة بعدها URL 	Oman	om_Ad-Dhahirah
TRAIN_4518	اي لا تذكريني	Iraq	iq_Ninawa
TRAIN_4519	يا ساتر يا رب	Egypt	eg_Ismailia
TRAIN_4520	صحتين وهنا بس من أين لك هذا أكيد انت عميل السفارة	Lebanon	lb_Akkar
TRAIN_4521	صدك جيشكم هندي	Iraq	iq_Karbala
TRAIN_4522	والله ماني انا انا التااااالي ونصور ههههه	Algeria	dz_Biskra
TRAIN_4523	 USER   USER  من الكلية و لا جوجو ؟	Oman	om_Al-Batnah
TRAIN_4524	#عظيمة اللي منشغله بنفسها وساحبه على الناس	Oman	om_Muscat
TRAIN_4525	ما عشت ضغط البارتنرز لهسا	Palestine	ps_West-Bank
TRAIN_4526	لكل شخص نام وهو مغثوث وما لكه احد يشفي او يريح كلبه احب اكلك انت طيب وتستاهل احسن من هل شعور الخرا الي دتحسه	Iraq	iq_Arbil
TRAIN_4527	ممكن أكون مشبّه بأي بنجالي ف الدنيا إلا جاسم مال الفريج	Oman	om_Musandam
TRAIN_4528	عبدو فكنا من الطواجين ..	Libya	ly_Darnah
TRAIN_4529	هذا اغتصبوها مع امو في العراق وهذا قتل بنتو في اليمن وقصف في سوريا وقصف في ليبيا وقنص للعباد في السودان وقتل متظاهرين واش راهو صاري	Algeria	dz_Ouargla
TRAIN_4530	كس اخت المرجعية	Iraq	iq_Babil
TRAIN_4531	هههه ان شاءالله	Iraq	iq_Basra
TRAIN_4532	"""\""اذا اردت أن تحضن فتاه بشده . . . . . . . . . . . . . . ارمي جنبها فاااااااااار مجربة و مضمونة هههههههههههه\"""""	Tunisia	tn_Sfax
TRAIN_4533	I always watch myself when I'm about to say I feel cold because I live in heaven compared to those without shelter in these freezing temperatures. الله يعين الي مالو مئوى	Syria	sy_Aleppo
